State,Jurisdiction,All,Yes,No,County,Facility
Tennessee,All,"22,651","10,479","12,172",All,All
Tennessee,Davidson County - Davidson County Sheriff Facility,"6,885","5,174","1,711",Davidson County,Davidson County Sheriff Facility
Tennessee,Shelby County - Shelby Co. Sheriff Office,"2,577",972,"1,605",Shelby County,Shelby Co. Sheriff Office
Tennessee,Rutherford County - Rutherford County Sheriff,"1,227",276,951,Rutherford County,Rutherford County Sheriff
Tennessee,Hamilton County - Hamilton Co. Jail (Tenn),"1,093",425,668,Hamilton County,Hamilton Co. Jail (Tenn)
Tennessee,Shelby County - Memphis Fed.Corr.Inst.,938,278,660,Shelby County,Memphis Fed.Corr.Inst.
Tennessee,Knox County - Knox County Jail,844,67,777,Knox County,Knox County Jail
Tennessee,Knox County - Knox County Sheriff,779,492,287,Knox County,Knox County Sheriff
Tennessee,Sumner County - Sumner County Sheriff,508,151,357,Sumner County,Sumner County Sheriff
Tennessee,Hamblen County - Hamblen County Jail,460,212,248,Hamblen County,Hamblen County Jail
Tennessee,Montgomery County - Montgomery County Jail,403,85,318,Montgomery County,Montgomery County Jail
Tennessee,Robertson County - Robertson Co. Det.Center,402,114,288,Robertson County,Robertson Co. Det.Center
Tennessee,Madison County - Madison County Jail,399,177,222,Madison County,Madison County Jail
Tennessee,Blount County - Blount County Justice Ctr,377,209,168,Blount County,Blount County Justice Ctr
Tennessee,Bradley County - Bradley County Sheriff's Office,342,102,240,Bradley County,Bradley County Sheriff's Office
Tennessee,Williamson County - Williamson County Jail,290,99,191,Williamson County,Williamson County Jail
Tennessee,Sevier County - Sevier County Jail,288,134,154,Sevier County,Sevier County Jail
Tennessee,Warren County - Warren County Jail,287,98,189,Warren County,Warren County Jail
Tennessee,Bedford County - Bedford County Jail,267,73,194,Bedford County,Bedford County Jail
Tennessee,Loudon County - Loudon County Jail,252,171,81,Loudon County,Loudon County Jail
Tennessee,Washington County - Washington County Det. Ctr,227,93,134,Washington County,Washington County Det. Ctr
Tennessee,Maury County - Maury County Sheriff,198,57,141,Maury County,Maury County Sheriff
Tennessee,"Davidson County - Us Marshals,mid Dist Tn",138,30,108,Davidson County,"Us Marshals,mid Dist Tn"
Tennessee,Putnam County - Putnam County Sheriff,133,63,70,Putnam County,Putnam County Sheriff
Tennessee,"Knox County - Us Marshals, E.Dist Tn",123,32,91,Knox County,"Us Marshals, E.Dist Tn"
Tennessee,Dickson County - Dickson County Jail,123,18,105,Dickson County,Dickson County Jail
Tennessee,Coffee County - Coffee County Jail,120,32,88,Coffee County,Coffee County Jail
Tennessee,Jefferson County - Jefferson County Det. Fac.,109,53,56,Jefferson County,Jefferson County Det. Fac.
Tennessee,Shelby County - Bartlett Police Dept.,108,34,74,Shelby County,Bartlett Police Dept.
Tennessee,Macon County - Macon County Sheriff,99,29,70,Macon County,Macon County Sheriff
Tennessee,Cheatham County - Cheatham County Sheriff,94,29,65,Cheatham County,Cheatham County Sheriff
Tennessee,DeKalb County - Dekalb County Sheriff,93,30,63,DeKalb County,Dekalb County Sheriff
Tennessee,Smith County - Smith County Sheriff,91,17,74,Smith County,Smith County Sheriff
Tennessee,Lincoln County - Lincoln County Jail,91,24,67,Lincoln County,Lincoln County Jail
Tennessee,Shelby County - Memphis Hold Room,90,11,79,Shelby County,Memphis Hold Room
Tennessee,Franklin County - Franklin County Jail,85,29,56,Franklin County,Franklin County Jail
Tennessee,Sequatchie County - Sequatchie County Jail,84,27,57,Sequatchie County,Sequatchie County Jail
Tennessee,Lake County - Northwest Correctional Complex,83,13,70,Lake County,Northwest Correctional Complex
Tennessee,Rhea County - Rhea County Jail,83,26,57,Rhea County,Rhea County Jail
Tennessee,McMinn County - Mcminn County Jail,82,24,58,McMinn County,Mcminn County Jail
Tennessee,Tipton County - Tipton County Sheriff,74,34,40,Tipton County,Tipton County Sheriff
Tennessee,Wilson County - Wilson County Jail,73,20,53,Wilson County,Wilson County Jail
Tennessee,Cumberland County - Cumberland County Jail,71,19,52,Cumberland County,Cumberland County Jail
Tennessee,"Shelby County - Us Marshals, W. Dist Tn",66,19,47,Shelby County,"Us Marshals, W. Dist Tn"
Tennessee,Sullivan County - Sullivan County Sheriff,65,16,49,Sullivan County,Sullivan County Sheriff
Tennessee,"Greene County - Greene County Sheriff, Tn",59,18,41,Greene County,"Greene County Sheriff, Tn"
Tennessee,Henderson County - Henderson County Jail,53,19,34,Henderson County,Henderson County Jail
Tennessee,Campbell County - Campbell County Jail,52,16,36,Campbell County,Campbell County Jail
Tennessee,Anderson County - Anderson County Jail,50,11,39,Anderson County,Anderson County Jail
Tennessee,Shelby County - Memphis/Shelby County Juv,48,10,38,Shelby County,Memphis/Shelby County Juv
Tennessee,Hawkins County - Hawkins County Jail,45,16,29,Hawkins County,Hawkins County Jail
Tennessee,Giles County - Giles County Sheriff,44,9,35,Giles County,Giles County Sheriff
Tennessee,Lauderdale County - West Tennessee State Penitenti,42,15,27,Lauderdale County,West Tennessee State Penitenti
Tennessee,Hamilton County - Silverdale/Hamilton County,38,17,21,Hamilton County,Silverdale/Hamilton County
Tennessee,Shelby County - Collierville Police Dept.,36,6,30,Shelby County,Collierville Police Dept.
Tennessee,Hickman County - Hickman County Sheriff,36,14,22,Hickman County,Hickman County Sheriff
Tennessee,Roane County - Roane County Jail,36,15,21,Roane County,Roane County Jail
Tennessee,"Hamilton County - Us Marshals, Chattanooga",35,9,26,Hamilton County,"Us Marshals, Chattanooga"
Tennessee,Marion County - Marion County Sheriff/Jail,34,7,27,Marion County,Marion County Sheriff/Jail
Tennessee,Wayne County - South Central Corr.Fac.,34,10,24,Wayne County,South Central Corr.Fac.
Tennessee,Johnson County - Johnson County Jail,33,10,23,Johnson County,Johnson County Jail
Tennessee,"Crockett County - Crockett County, Tn Sheriff/Jail",32,14,18,Crockett County,"Crockett County, Tn Sheriff/Jail"
Tennessee,Cocke County - Cocke County Jail,32,12,20,Cocke County,Cocke County Jail
Tennessee,Gibson County - Gibson County Jail,31,15,16,Gibson County,Gibson County Jail
Tennessee,Carter County - Carter County Jail,30,4,26,Carter County,Carter County Jail
Tennessee,Lauderdale County - Lauderdale County Jail,30,10,20,Lauderdale County,Lauderdale County Jail
Tennessee,Morgan County - Morgan County Corr. Complex,29,4,25,Morgan County,Morgan County Corr. Complex
Tennessee,Overton County - Overton County Sheriff,28,8,20,Overton County,Overton County Sheriff
Tennessee,Unicoi County - Unicoi County Jail,22,10,12,Unicoi County,Unicoi County Jail
Tennessee,Marshall County - Marshall County Jail,22,5,17,Marshall County,Marshall County Jail
Tennessee,Houston County - Houston County Sheriff,22,8,14,Houston County,Houston County Sheriff
Tennessee,Davidson County - Tenn.Dept.Corr.Sent.Mang.,21,3,18,Davidson County,Tenn.Dept.Corr.Sent.Mang.
Tennessee,Rutherford County - Rutherford County Juv Det Cent,21,1,20,Rutherford County,Rutherford County Juv Det Cent
Tennessee,Trousdale County - Trousdale County Sheriff,21,1,20,Trousdale County,Trousdale County Sheriff
Tennessee,Bledsoe County - Southeast Regional Corfac,20,4,16,Bledsoe County,Southeast Regional Corfac
Tennessee,Knox County - Knoxville Police Dept,20,,20,Knox County,Knoxville Police Dept
Tennessee,Davidson County - Middle Tennessee C.C. #1,19,5,14,Davidson County,Middle Tennessee C.C. #1
Tennessee,Madison County - Jackson County Sheriff,19,6,13,Madison County,Jackson County Sheriff
Tennessee,Union County - Union County Jail,18,6,12,Union County,Union County Jail
Tennessee,Morgan County - Morgan County Jail,18,3,15,Morgan County,Morgan County Jail
Tennessee,Monroe County - Monroe County Jail,17,4,13,Monroe County,Monroe County Jail
Tennessee,Davidson County - Nashville Hold Room,16,1,15,Davidson County,Nashville Hold Room
Tennessee,Lawrence County - Lawrence County Jail,15,1,14,Lawrence County,Lawrence County Jail
Tennessee,Tipton County - Western Tennessee Detention Center,15,5,10,Tipton County,Western Tennessee Detention Center
Tennessee,Wayne County - Wayne County Sheriff,14,2,12,Wayne County,Wayne County Sheriff
Tennessee,Polk County - Polk County Jail,13,4,9,Polk County,Polk County Jail
Tennessee,"Madison County - Us Marshals, Jackson, Tn",13,3,10,Madison County,"Us Marshals, Jackson, Tn"
Tennessee,Fentress County - Fentress County Sheriff,13,4,9,Fentress County,Fentress County Sheriff
Tennessee,Cannon County - Cannon County Sheriff,13,5,8,Cannon County,Cannon County Sheriff
Tennessee,Hickman County - Turney Center Prison,12,3,9,Hickman County,Turney Center Prison
Tennessee,Shelby County - Memphis Police Dept.,12,1,11,Shelby County,Memphis Police Dept.
Tennessee,Carroll County - Carroll County Jail,12,5,7,Carroll County,Carroll County Jail
Tennessee,Hardeman County - Hardeman Correctional Ctr,11,6,5,Hardeman County,Hardeman Correctional Ctr
Tennessee,Claiborne County - Claiborne County Jail,11,,11,Claiborne County,Claiborne County Jail
Tennessee,Davidson County - Tennessee Prison For Women,10,,10,Davidson County,Tennessee Prison For Women
Tennessee,Scott County - Scott County Jail,10,3,7,Scott County,Scott County Jail
Tennessee,Knox County - Knoxville Hold Room,9,,9,Knox County,Knoxville Hold Room
Tennessee,Davidson County - L.M.Deberry Spec.Need Fac.,9,4,5,Davidson County,L.M.Deberry Spec.Need Fac.
Tennessee,Lewis County - Lewis County Sheriff,8,,8,Lewis County,Lewis County Sheriff
Tennessee,Moore County - Moore County Jail,8,1,7,Moore County,Moore County Jail
Tennessee,White County - White County Sheriff,7,2,5,White County,White County Sheriff
Tennessee,Shelby County - Germantown Police Dept.,7,,7,Shelby County,Germantown Police Dept.
Tennessee,Hamilton County - Chattanooga Hold Room,6,,6,Hamilton County,Chattanooga Hold Room
Tennessee,Perry County - Perry County Sheriff/Jail,4,3,1,Perry County,Perry County Sheriff/Jail
Tennessee,Hardeman County - Whiteville Correctional Facility,4,4,,Hardeman County,Whiteville Correctional Facility
Tennessee,Grainger County - Grainger County Jail,4,2,2,Grainger County,Grainger County Jail
Tennessee,Johnson County - Northeastern Corr. Complex,4,2,2,Johnson County,Northeastern Corr. Complex
Tennessee,Stewart County - Stewart County Sheriff,3,1,2,Stewart County,Stewart County Sheriff
Tennessee,Sullivan County - Kingsport Police Dept.,3,,3,Sullivan County,Kingsport Police Dept.
Tennessee,Shelby County - M.H.Luttrell Reception Ctr,3,3,,Shelby County,M.H.Luttrell Reception Ctr
Tennessee,Morgan County - Brushy Mountain C.C.#1,2,,2,Morgan County,Brushy Mountain C.C.#1
Tennessee,Clay County - Clay County Sheriff,2,,2,Clay County,Clay County Sheriff
Tennessee,Davidson County - Nashville Comm. Corr.,2,,2,Davidson County,Nashville Comm. Corr.
Tennessee,Humphreys County - Humphreys County Sheriff,2,1,1,Humphreys County,Humphreys County Sheriff
Tennessee,Tipton County - Town Of Mason,2,,2,Tipton County,Town Of Mason
Tennessee,McNairy County - Mcnairy County Jail,1,,1,McNairy County,Mcnairy County Jail
Tennessee,Blount County - Blount County Juv Det Center,1,,1,Blount County,Blount County Juv Det Center
Tennessee,Davidson County - Riverbend Max.Sec.Fac. .,1,,1,Davidson County,Riverbend Max.Sec.Fac. .
Tennessee,McNairy County - Mc Nairy Sheriff's Dept.,1,,1,McNairy County,Mc Nairy Sheriff's Dept.
Nevada,All,"22,296","15,264","7,032",All,All
Nevada,Clark County - Clark County Det.Center,"10,388","8,235","2,153",Clark County,Clark County Det.Center
Nevada,Clark County - Las Vegas City Jail,"3,218","2,382",836,Clark County,Las Vegas City Jail
Nevada,Washoe County - Washoe County Jail,"2,970","2,049",921,Washoe County,Washoe County Jail
Nevada,Clark County - Us Marshals Service,921,202,719,Clark County,Us Marshals Service
Nevada,Carson City - Nevada State Prison,649,220,429,Carson City,Nevada State Prison
Nevada,Carson City - Northern Nev Corr Ctr,619,199,420,Carson City,Northern Nev Corr Ctr
Nevada,Clark County - Henderson Detention Center,601,394,207,Clark County,Henderson Detention Center
Nevada,Clark County - Nevada Doc - High Desert,554,255,299,Clark County,Nevada Doc
Nevada,Clark County - North Las Vegas Facility,500,300,200,Clark County,North Las Vegas Facility
Nevada,Clark County - Southern Desert Corr Ctr,401,258,143,Clark County,Southern Desert Corr Ctr
Nevada,Pershing County - Lovelock Correctional Ctr,243,49,194,Pershing County,Lovelock Correctional Ctr
Nevada,Clark County - City Of Las Vegas Det.Center,217,177,40,Clark County,City Of Las Vegas Det.Center
Nevada,Carson City - Carson City Jail,168,116,52,Carson City,Carson City Jail
Nevada,White Pine County - Ely State Prison,138,23,115,White Pine County,Ely State Prison
Nevada,Douglas County - Douglas County Jail,72,45,27,Douglas County,Douglas County Jail
Nevada,"Washoe County - Us Marshal's, Reno",67,21,46,Washoe County,"Us Marshal's, Reno"
Nevada,Elko County - Elko County Jail,64,39,25,Elko County,Elko County Jail
Nevada,Clark County - Las Vegas Metro Police Dept.,64,27,37,Clark County,Las Vegas Metro Police Dept.
Nevada,Clark County - City Of Mesquite Jail,63,53,10,Clark County,City Of Mesquite Jail
Nevada,Clark County - Southern Nevada Womans Cc,57,30,27,Clark County,Southern Nevada Womans Cc
Nevada,Nye County - Nye Co Jail,43,18,25,Nye County,Nye Co Jail
Nevada,Nye County - Nye County Sheriff-Pahrump,42,31,11,Nye County,Nye County Sheriff-Pahrump
Nevada,Clark County - North Las Vegas Police Dept.,33,19,14,Clark County,North Las Vegas Police Dept.
Nevada,Humboldt County - Humboldt County Jail,27,18,9,Humboldt County,Humboldt County Jail
Nevada,Churchill County - Churchill County Jail,24,17,7,Churchill County,Churchill County Jail
Nevada,Lyon County - Lyon County Jail,19,14,5,Lyon County,Lyon County Jail
Nevada,Nye County - Nevada Southern Detention Center,16,3,13,Nye County,Nevada Southern Detention Center
Nevada,Carson City - Nev Womens Corr Ctr,16,12,4,Carson City,Nev Womens Corr Ctr
Nevada,Esmeralda County - Esmeralda County Jail,14,7,7,Esmeralda County,Esmeralda County Jail
Nevada,Clark County - Southern Nev Corr Ctr,13,8,5,Clark County,Southern Nev Corr Ctr
Nevada,Pershing County - Pershing County Jail,11,9,2,Pershing County,Pershing County Jail
Nevada,White Pine County - White Pine County Jail,11,7,4,White Pine County,White Pine County Jail
Nevada,Lander County - Lander County Jail,10,7,3,Lander County,Lander County Jail
Nevada,Clark County - Las Vegas Hold Room,9,3,6,Clark County,Las Vegas Hold Room
Nevada,Nye County - Nye County Sheriff-Beatty,7,3,4,Nye County,Nye County Sheriff-Beatty
Nevada,Lincoln County - Lincoln County Det. Center,6,4,2,Lincoln County,Lincoln County Det. Center
Nevada,Clark County - Nevada Doc - Southern Nv Cc,6,4,2,Clark County,Nevada Doc
Nevada,"Clark County - Clark County, Tucker Hold Fac.",6,3,3,Clark County,"Clark County, Tucker Hold Fac."
Nevada,Clark County - Nv Parole And Probation,3,1,2,Clark County,Nv Parole And Probation
Nevada,Storey County - Story County Jail,3,2,1,Storey County,Story County Jail
Nevada,Eureka County - Eureka County Jail,1,,1,Eureka County,Eureka County Jail
Nevada,Clark County - Boulder City Nevada Jail,1,,1,Clark County,Boulder City Nevada Jail
Nevada,Washoe County - Reno Hold Room,1,,1,Washoe County,Reno Hold Room
Oklahoma,All,"20,214","10,513","9,701",All,All
Oklahoma,Tulsa County - David L. Moss Criminal Justice Cent,"7,174","5,436","1,738",Tulsa County,David L. Moss Criminal Justice Cent
Oklahoma,Oklahoma County - Oklahoma County Jail,"6,781","3,420","3,361",Oklahoma County,Oklahoma County Jail
Oklahoma,"Cleveland County - Cleveland County, Norman",760,368,392,Cleveland County,"Cleveland County, Norman"
Oklahoma,Oklahoma County - Oklahoma Fed.Transfer Ctr,559,45,514,Oklahoma County,Oklahoma Fed.Transfer Ctr
Oklahoma,Cleveland County - Lexington A&r,529,84,445,Cleveland County,Lexington A&r
Oklahoma,"Garfield County - Garfield County, Enid Ok",336,69,267,Garfield County,"Garfield County, Enid Ok"
Oklahoma,Muskogee County - Muskogee County Jail,265,48,217,Muskogee County,Muskogee County Jail
Oklahoma,"Carter County - Carter County, Ardmore Ok",208,101,107,Carter County,"Carter County, Ardmore Ok"
Oklahoma,Oklahoma County - Us Marshals W. Dist. Ok,198,36,162,Oklahoma County,Us Marshals W. Dist. Ok
Oklahoma,Garvin County - Garvin County Jail,181,107,74,Garvin County,Garvin County Jail
Oklahoma,Canadian County - El Reno Fed.Corr.Inst.,160,35,125,Canadian County,El Reno Fed.Corr.Inst.
